브랜드,제품군,시리얼넘버,RAM,상품명,화면 크기,해상도,CPU 모델,밝기,주사율,CPU 브랜드,CPU 클럭,GPU 타입,GPU 카드,GPU 코어 수,저장 용량,배터리,무게,os,용도
삼성전자,갤럭시북5 프로,NT961XHA,32GB,삼성전자 갤럭시북5 프로 NT961XHA U7,16인치,2880x1800,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc 140V,8core,256GB,76Wh,1.56kg,윈도우11프로,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-K71AR,32GB,12 삼성전자 갤럭시북5 프로360 NT960QHA-K71AR,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,1TB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KD72G,32GB,삼성전자 갤럭시북5 프로360 NT960QHA-KD72G,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,1TB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KD72S,32GB,삼성전자 갤럭시북5 프로360 NT960QHA-KD72S,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,1TB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KC51G,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KC51G,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc 130V,7core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KC51S,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KC51S,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc 130V,7core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KC71G,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KC71G,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KC71S,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KC71S,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KA51G,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KA51G,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc 130V,7core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KH51G,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KH51G,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc 130V,7core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-K71A,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-K71A,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KA72G,32GB,삼성전자 갤럭시북5 프로360 NT960QHA-KA72G,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,1TB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KA72S,32GB,삼성전자 갤럭시북5 프로360 NT960QHA-KA72S,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,1TB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KA71G,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KA71G,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-K51A,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-K51A,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc 130V,7core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KA71S,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KA71S,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KA51S,16GB,삼성전자 갤럭시북5 프로360 NT960QHA-KA51S,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc 130V,7core,512GB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA,16GB,삼성전자 갤럭시북5 프로360 NT960QHA Ultra7,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,512GB,76Wh,1.69kg,윈도우11프로,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT960QHA-KH72A,32GB,삼성전자 갤럭시북5 프로360 NT960QHA-KH72A,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc 140V,8core,1TB,76Wh,1.69kg,윈도우11홈,['사무/인강용']
삼성전자,갤럭시북5 프로360,NT961QHA,32GB,삼성전자 갤럭시북5 프로360 NT961QHA U7,16인치,2880x1800,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc 140V,8core,256GB,76Wh,1.69kg,윈도우11프로,['사무/인강용']
삼성전자,갤럭시북5 프로H,NT965XHW-A52A,32GB,21 삼성전자 갤럭시북5 프로H NT965XHW-A52A WIN11,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.9GHz,내장그래픽,Arc 130T,7core,256GB,정보없음,1.56kg,윈도우11(설치),['사무/인강용']
삼성전자,갤럭시북5 프로H,NT965XHW-A51A,16GB,24 삼성전자 갤럭시북5 프로H NT965XHW-A51A,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.9GHz,내장그래픽,Arc 130T,7core,256GB,정보없음,1.56kg,정보없음,['사무/인강용']
삼성전자,갤럭시북5 프로H,NT965XHW-A52A,32GB,삼성전자 갤럭시북5 프로H NT965XHW-A52A,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.9GHz,내장그래픽,Arc 130T,7core,256GB,정보없음,1.56kg,정보없음,['사무/인강용']
삼성전자,갤럭시북5 프로H,NT965XHW-A51A,16GB,삼성전자 갤럭시북5 프로H NT965XHW-A51A WIN11,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.9GHz,내장그래픽,Arc 130T,7core,256GB,정보없음,1.56kg,윈도우11(설치),['사무/인강용']
삼성전자,갤럭시북5 프로H,NT965XHW-A71AR,32GB,삼성전자 갤럭시북5 프로H NT965XHW-A71AR,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,5.1GHz,내장그래픽,Arc 140T,8core,256GB,정보없음,1.56kg,정보없음,['사무/인강용']
삼성전자,갤럭시북5 프로H,NT965XHW-A71AR,32GB,삼성전자 갤럭시북5 프로H NT965XHW-A71AR WIN11,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,5.1GHz,내장그래픽,Arc 140T,8core,256GB,정보없음,1.56kg,윈도우11(설치),['사무/인강용']
삼성전자,갤럭시북S,NT767XCL-KC58S,8GB,삼성전자 갤럭시북S NT767XCL-KC58S,13.3인치,1920x1080,정보없음,600nit,정보없음,인텔,1.4GHz,내장그래픽,UHD Graphics,1,256GB,42Wh,950g,윈도우10,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북S,NT767XCL-KLTE,8GB,삼성전자 갤럭시북S NT767XCL-KLTE,13.3인치,1920x1080,정보없음,600nit,정보없음,인텔,1.4GHz,내장그래픽,UHD Graphics,1,512GB,42Wh,950g,윈도우10,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북S,NT767XCM-K38,8GB,삼성전자 갤럭시북S NT767XCM-K38,13.3인치,1920x1080,정보없음,600nit,정보없음,인텔,0.8GHz,내장그래픽,UHD Graphics,1,256GB,42Wh,950g,윈도우10,"['사무/인강용', '휴대용']"
LG전자,그램 Fold,17X90R-GA50K,16GB,LG전자 그램 Fold 17X90R-GA50K,17인치,2560x1920,i5-1335U,400nit,정보없음,인텔,1.3GHz,내장그래픽,Iris Xe,1,512GB,72Wh,1.54kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일14,14Z90RS-GA56K,16GB,LG전자 그램 스타일14 14Z90RS-GA56K,14인치,2880x1800,i5-1340P,400nit,90Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,512GB,72Wh,999g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일14,14ZD90RS-GX56K,16GB,LG전자 그램 스타일14 14ZD90RS-GX56K,14인치,2880x1800,i5-1340P,400nit,90Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 스타일14,14Z90RS-GA50K,16GB,LG전자 그램 스타일14 14Z90RS-GA50K,14인치,2880x1800,i5-1340P,400nit,90Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일14,14ZD90RS-GX56K,16GB,LG전자 그램 스타일14 14ZD90RS-GX56K WIN11,14인치,2880x1800,i5-1340P,400nit,90Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 스타일14,14Z90RS-GAFWK,16GB,LG전자 그램 스타일14 14Z90RS-GAFWK,14인치,2880x1800,i5-1340P,400nit,90Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일14,14ZD90RS-GX56K,16GB,LG전자 그램 스타일14 14ZD90RS-GX56K WIN10,14인치,2880x1800,i5-1340P,400nit,90Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,그램 스타일16,16ZD90RS-GX56K,정보없음,LG전자 그램 스타일16 16ZD90RS-GX56K,16인치,3200x2000,i5-1340P,400nit,120Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,정보없음,정보없음,1.23kg,정보없음,[]
LG전자,그램 스타일16,16ZD90RS-GX56K,16GB,LG전자 그램 스타일16 16ZD90RS-GX56K WIN11,16인치,3200x2000,i5-1340P,400nit,120Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.23kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 스타일16,16Z90RS-GA56K,16GB,LG전자 그램 스타일16 16Z90RS-GA56K,16인치,3200x2000,i5-1340P,400nit,120Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,512GB,80Wh,1.23kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일16,16Z90RS-GA50K,16GB,LG전자 그램 스타일16 16Z90RS-GA50K,16인치,3200x2000,i5-1340P,400nit,120Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.23kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일16,16Z90RS-GA70K,16GB,LG전자 그램 스타일16 16Z90RS-GA70K,16인치,3200x2000,i7-1360P,400nit,120Hz,인텔,2.2GHz,내장그래픽,Iris Xe,1,512GB,80Wh,1.23kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일16,16Z90RS-GAFWK,16GB,LG전자 그램 스타일16 16Z90RS-GAFWK,16인치,3200x2000,i5-1340P,400nit,120Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.23kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일16,16Z90RS-GA5CK,16GB,LG전자 그램 스타일16 16Z90RS-GA5CK,16인치,3200x2000,i5-1340P,400nit,120Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,1TB,80Wh,1.23kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 스타일16,16ZD90RS-GX56K,16GB,LG전자 그램 스타일16 16ZD90RS-GX56K WIN10,16인치,3200x2000,i5-1340P,400nit,120Hz,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.23kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-AD7VK,32GB,LG전자 그램 프로16 16Z90SP-AD7VK,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,1TB,90Wh,1.279kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16Z90SP-EP7KL,32GB,LG전자 그램 프로16 16Z90SP-EP7KL,16인치,2560x1600,코어 울트라7,정보없음,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,256GB,90Wh,1.279kg,윈도우11프로,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16Z90SP-KDOVK,32GB,LG전자 그램 프로16 16Z90SP-KDOVK,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc,8core,1TB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GA5CK,16GB,LG전자 그램 프로16 16Z90SP-GA5CK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX79K,32GB,LG전자 그램 프로16 16ZD90SP-GX79K WIN10,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX56K,16GB,LG전자 그램 프로16 16ZD90SP-GX56K,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-KAOBK,16GB,LG전자 그램 프로16 16Z90SP-KAOBK,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX59K,32GB,LG전자 그램 프로16 16ZD90SP-GX59K WIN11,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX56K,16GB,LG전자 그램 프로16 16ZD90SP-GX56K WIN11,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX76K,16GB,LG전자 그램 프로16 16ZD90SP-GX76K WIN11,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.199kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GA7CK,16GB,LG전자 그램 프로16 16Z90SP-GA7CK,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GP56ML,16GB,LG전자 그램 프로16 16Z90SP-GP56ML,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-KAOWK,16GB,LG전자 그램 프로16 16Z90SP-KAOWK,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX59K,32GB,LG전자 그램 프로16 16ZD90SP-GX59K,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-ED7BK,32GB,LG전자 그램 프로16 16Z90SP-ED7BK,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.279kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16Z90SP-EA5CK,16GB,LG전자 그램 프로16 16Z90SP-EA5CK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,256GB,90Wh,1.279kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GA5HK,16GB,LG전자 그램 프로16 16Z90SP-GA5HK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-EA5BK,16GB,LG전자 그램 프로16 16Z90SP-EA5BK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.279kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GA70K,16GB,LG전자 그램 프로16 16Z90SP-GA70K,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-ED7HK,32GB,LG전자 그램 프로16 16Z90SP-ED7HK,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,90Wh,1.279kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GA5BK,16GB,LG전자 그램 프로16 16Z90SP-GA5BK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-EA5HK,16GB,LG전자 그램 프로16 16Z90SP-EA5HK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.279kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX76K,16GB,LG전자 그램 프로16 16ZD90SP-GX76K,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.199kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-EX59K,32GB,LG전자 그램 프로16 16ZD90SP-EX59K,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.279kg,정보없음,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16Z90SP-KA5CK,32GB,LG전자 그램 프로16 16Z90SP-KA5CK,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-KA5BK,32GB,LG전자 그램 프로16 16Z90SP-KA5BK,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-KD7CK,32GB,LG전자 그램 프로16 16Z90SP-KD7CK,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-EX79K,32GB,LG전자 그램 프로16 16ZD90SP-EX79K,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.279kg,정보없음,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16Z90SP-EA59K,32GB,LG전자 그램 프로16 16Z90SP-EA59K,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.279kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GA50K,16GB,LG전자 그램 프로16 16Z90SP-GA50K,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GA5JK,16GB,LG전자 그램 프로16 16Z90SP-GA5JK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-EX59K,32GB,LG전자 그램 프로16 16ZD90SP-EX59K WIN11,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.279kg,윈도우11(설치),"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX79K,32GB,LG전자 그램 프로16 16ZD90SP-GX79K,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-EX79K,32GB,LG전자 그램 프로16 16ZD90SP-EX79K WIN11,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.279kg,윈도우11(설치),"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX79K,32GB,LG전자 그램 프로16 16ZD90SP-GX79K WIN11,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-GP76ML,16GB,LG전자 그램 프로16 16Z90SP-GP76ML,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.199kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-ED79K,32GB,LG전자 그램 프로16 16Z90SP-ED79K,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,256GB,90Wh,1.279kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로16,16ZD90SP-GX76K,16GB,LG전자 그램 프로16 16ZD90SP-GX76K WIN10,16인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.199kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로16,16Z90SP-EP7ML,16GB,LG전자 그램 프로16 16Z90SP-EP7ML,16인치,2560x1600,코어 울트라7,정보없음,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,256GB,90Wh,1.279kg,윈도우11프로,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX79K,32GB,15 LG전자 그램 프로17 17ZD90SP-GX79K,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.299kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17Z90SP-GA5HK,16GB,LG전자 그램 프로17 17Z90SP-GA5HK,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.299kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17Z90SP-GA5CK,16GB,LG전자 그램 프로17 17Z90SP-GA5CK,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.299kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17Z90SP-ED7HK,32GB,LG전자 그램 프로17 17Z90SP-ED7HK,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.379kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17Z90SP-ED7BK,32GB,LG전자 그램 프로17 17Z90SP-ED7BK,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.379kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17Z90SP-GA7CK,16GB,LG전자 그램 프로17 17Z90SP-GA7CK,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.299kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX56K,16GB,LG전자 그램 프로17 17ZD90SP-GX56K,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.299kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17Z90SP-EA5CK,16GB,LG전자 그램 프로17 17Z90SP-EA5CK,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,256GB,90Wh,1.379kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX56K,16GB,LG전자 그램 프로17 17ZD90SP-GX56K WIN11,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.299kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX59K,32GB,LG전자 그램 프로17 17ZD90SP-GX59K,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.299kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX76K,16GB,LG전자 그램 프로17 17ZD90SP-GX76K,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.299kg,정보없음,"['사무/인강용', '휴대용']"
